Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
789,"4,792.00","6,562.56","8,987.32","12,223.32","16,489.28","22,122.98","29,413.23","38,200.30","48,185.99","58,049.98","66,820.39","76,505.55","83,195.37","85,725.86","87,013.27","83,572.59","79,780.60","75,900.64","76,404.46","73,545.47","76,484.38","78,095.16","78,427.61","81,781.20","82,599.36","84,959.88","86,658.66","89,817.26","91,364.22","90,140.41","91,155.38"
790,"4,792.00","6,571.98","9,013.14","12,309.86","16,601.81","22,417.85","29,999.17","39,658.42","51,172.22","62,618.00","72,371.00","78,169.08","81,767.85","82,234.14","85,193.45","84,486.41","88,258.72","89,692.87","91,768.17","94,539.85","91,383.26","89,851.79","86,500.60","83,186.71","83,308.52","83,933.92","84,622.09","87,199.16","88,453.23","88,209.13","89,586.51"
791,"4,792.00","6,563.35","8,989.48","12,276.11","16,625.96","22,315.44","29,579.23","39,028.36","48,770.34","58,913.09","67,707.31","72,746.31","75,793.21","76,828.29","77,380.31","76,235.30","76,252.82","75,924.25","74,781.11","73,859.74","73,558.48","74,983.76","74,147.79","75,009.27","75,004.16","73,179.08","74,437.79","74,127.39","75,773.22","76,617.46","77,434.81"
792,"4,792.00","6,557.68","8,973.94","12,169.41","16,526.34","22,313.29","29,743.47","39,432.78","49,607.38","61,074.07","69,010.14","76,130.74","81,917.62","85,921.04","89,354.52","92,307.94","92,369.60","93,050.23","93,397.94","91,181.70","92,042.82","89,228.98","90,288.83","88,713.05","89,315.68","86,308.11","86,163.57","83,178.55","84,022.78","83,325.16","82,981.57"
793,"4,792.00","6,573.52","9,017.36","12,320.70","16,691.22","22,528.66","30,180.80","39,191.74","50,763.07","58,875.33","69,571.17","76,661.95","82,407.06","88,924.08","92,395.84","94,577.61","94,081.06","92,398.54","89,636.36","86,671.51","83,020.97","79,416.91","78,005.18","77,824.89","77,621.96","79,051.44","79,536.55","80,557.28","83,526.71","86,196.08","87,531.27"
794,"4,792.00","6,558.37","8,975.84","12,245.98","16,481.75","22,277.98","29,441.64","38,633.48","47,955.99","57,988.95","66,337.96","74,282.23","77,951.17","83,773.80","83,560.67","88,170.48","85,785.34","88,822.31","84,769.30","86,407.98","82,875.25","83,419.18","83,382.23","84,131.57","87,168.82","87,179.32","88,458.91","88,321.25","85,359.33","87,096.60","86,304.14"
795,"4,792.00","6,573.02","9,015.99","12,262.40","16,535.73","22,251.26","29,688.27","38,447.12","49,188.26","58,956.40","68,384.34","76,605.05","82,358.63","82,863.89","84,599.01","85,373.84","84,609.11","84,696.69","85,589.70","85,189.33","87,850.35","87,974.58","91,131.48","91,880.93","89,600.48","90,198.62","86,699.42","84,142.23","81,313.56","80,381.04","80,624.14"
796,"4,792.00","6,557.02","8,972.15","12,213.68","16,469.56","22,261.13","29,479.47","38,706.05","48,875.02","59,073.33","68,362.58","76,712.74","80,105.07","83,874.45","85,890.46","86,701.19","88,266.94","88,663.91","87,426.58","84,527.82","80,778.55","78,301.86","78,773.28","80,787.59","82,034.27","85,150.60","85,250.66","83,858.59","81,667.50","79,298.24","76,952.24"
797,"4,792.00","6,537.92","8,919.95","12,122.96","16,357.74","21,983.31","29,444.23","38,224.79","49,397.43","57,485.52","65,568.66","72,633.85","76,951.85","82,348.98","86,515.18","89,877.22","93,428.72","96,536.40","95,367.90","92,761.04","87,694.00","86,143.37","83,412.58","82,852.38","83,945.25","85,167.50","88,170.34","87,872.00","89,877.76","87,228.73","85,776.92"
798,"4,792.00","6,566.52","8,998.17","12,200.45","16,583.96","22,398.00","29,553.28","38,598.01","48,395.76","56,925.91","65,496.37","72,047.54","76,096.54","81,585.62","82,604.80","84,670.90","82,750.95","84,073.83","83,478.85","84,665.33","85,870.83","87,753.04","86,802.37","88,098.49","86,039.13","87,696.61","86,762.42","87,706.74","89,215.45","89,925.37","88,332.29"
799,"4,792.00","6,556.65","8,971.13","12,224.76","16,531.04","22,314.39","29,373.83","38,212.01","47,449.19","56,465.66","66,787.78","75,877.59","81,565.78","88,287.73","87,387.24","90,100.25","88,438.68","88,401.66","88,499.87","89,014.86","86,190.87","85,262.00","82,851.50","79,248.20","79,977.91","80,232.30","81,349.50","82,456.86","84,646.12","86,039.39","88,771.17"
800,"4,792.00","6,544.10","8,936.83","12,142.65","16,365.97","22,085.49","29,617.49","39,078.76","50,455.10","60,910.89","71,882.06","80,262.27","84,330.11","87,591.24","87,833.27","88,397.70","86,339.04","88,639.52","85,341.55","83,672.96","82,537.82","79,325.79","79,326.74","80,753.30","82,414.17","83,987.40","85,987.28","87,896.47","89,544.54","92,178.34","93,876.83"
801,"4,792.00","6,542.01","8,931.12","12,157.48","16,396.97","21,965.98","29,238.22","38,201.70","48,787.70","59,133.47","70,584.33","77,319.07","82,358.10","82,367.83","84,585.59","83,939.92","84,362.45","86,116.26","85,767.74","87,967.23","87,429.42","89,178.63","88,990.97","89,258.49","87,961.44","89,071.10","85,015.07","86,345.32","85,905.47","86,283.90","85,094.59"
802,"4,792.00","6,570.98","9,010.39","12,282.16","16,646.58","22,314.09","29,522.66","38,862.01","48,200.35","58,229.61","66,852.81","72,571.41","79,062.25","81,099.75","86,180.73","84,853.54","88,414.57","88,882.88","89,885.12","87,732.82","86,964.48","82,015.60","81,001.63","80,765.55","81,325.18","82,010.19","83,740.19","83,724.08","83,511.83","82,680.20","82,936.96"
803,"4,792.00","6,534.57","8,910.81","12,155.48","16,535.65","22,262.27","29,646.78","39,148.26","49,155.14","60,536.58","68,315.47","76,719.43","81,152.82","83,751.10","83,222.07","84,646.94","83,913.81","84,135.27","86,415.06","86,455.74","85,076.14","86,202.20","82,245.45","80,763.49","80,192.01","80,320.14","82,047.45","82,686.93","83,708.39","83,291.75","82,469.89"
804,"4,792.00","6,567.99","9,002.19","12,301.23","16,698.09","22,523.55","30,070.19","39,557.11","50,396.69","59,986.21","69,993.29","75,431.75","81,895.53","83,310.43","86,080.32","86,822.00","87,559.27","86,880.86","85,535.42","83,532.90","82,849.57","83,112.13","81,382.79","80,559.64","80,828.49","81,595.31","81,936.65","84,713.85","85,600.88","87,603.21","90,049.44"
805,"4,792.00","6,565.31","8,994.85","12,292.24","16,636.95","22,348.99","29,857.79","39,127.23","49,351.84","59,900.24","69,034.66","78,183.02","84,965.08","89,967.91","91,500.31","93,267.75","90,838.20","91,513.72","90,789.35","89,485.41","89,436.46","86,747.66","83,343.68","83,980.87","83,503.15","86,659.54","89,281.41","92,328.23","94,610.11","96,284.50","94,771.32"
806,"4,792.00","6,565.21","8,994.58","12,265.16","16,502.05","22,229.10","29,256.72","38,222.98","46,936.60","57,041.27","65,746.42","75,604.12","81,667.90","87,961.46","91,809.22","94,064.63","95,255.51","92,880.09","92,998.11","90,611.97","88,051.33","88,474.41","85,599.48","85,957.83","86,636.62","88,007.68","89,638.67","90,284.42","90,219.95","91,057.80","89,335.37"
807,"4,792.00","6,564.84","8,993.56","12,259.71","16,596.02","22,181.90","29,555.94","38,121.72","48,194.80","58,193.10","67,413.31","76,058.47","82,641.42","86,811.46","87,149.37","89,570.34","85,688.36","86,587.63","83,021.27","83,032.35","81,684.58","82,534.97","82,335.26","84,156.35","83,368.20","85,569.12","86,279.11","85,881.28","87,465.49","86,807.39","84,854.33"
808,"4,792.00","6,568.97","9,004.88","12,303.97","16,630.14","22,179.44","29,647.97","37,936.80","48,437.85","58,548.02","67,852.45","77,493.73","83,669.37","88,819.98","91,927.04","94,347.81","93,869.40","92,979.70","88,404.01","85,265.86","82,957.87","82,970.37","82,181.38","81,926.28","82,667.56","81,956.96","83,043.22","81,416.51","80,333.13","79,996.31","80,893.50"
809,"4,792.00","6,567.17","8,999.95","12,275.17","16,616.24","22,304.56","29,862.39","39,273.35","49,500.83","59,137.13","67,224.69","71,718.81","77,149.95","79,574.28","80,677.36","82,528.27","81,528.73","81,034.90","81,502.37","80,582.65","80,083.97","82,256.21","83,397.67","84,813.09","85,917.84","86,443.88","84,862.78","87,348.97","86,555.83","89,605.92","89,214.76"
810,"4,792.00","6,565.78","8,996.14","12,278.13","16,630.34","22,239.46","29,520.31","38,093.89","47,238.54","57,001.39","66,165.80","72,432.81","79,644.23","83,245.09","86,835.52","88,442.63","88,048.43","88,746.73","88,784.51","88,084.66","86,086.51","86,349.15","82,033.66","84,140.05","84,352.38","83,208.42","83,985.17","83,871.76","85,207.49","86,635.84","85,549.73"
811,"4,792.00","6,554.17","8,964.33","12,208.26","16,561.17","22,334.69","29,851.71","39,217.84","50,390.47","60,503.28","71,532.08","78,315.66","85,584.67","88,587.29","91,876.88","92,179.11","90,736.02","90,979.20","88,396.85","89,659.77","89,573.59","89,165.36","88,797.32","85,993.66","82,612.85","82,577.64","79,270.85","80,850.09","78,063.42","79,682.30","80,651.12"
812,"4,792.00","6,573.17","9,016.38","12,305.35","16,616.70","22,243.44","29,594.61","38,737.98","48,544.81","59,258.26","69,182.17","75,039.80","80,019.96","80,310.56","82,595.40","83,278.98","84,434.61","85,212.69","83,359.13","83,267.21","83,211.33","82,660.77","85,294.01","86,482.51","85,300.81","86,319.13","85,256.48","82,262.00","81,680.59","80,395.78","81,026.55"
813,"4,792.00","6,564.17","8,991.71","12,258.56","16,593.83","22,421.76","29,991.14","39,454.69","50,728.38","61,579.59","72,250.95","81,277.52","89,020.85","95,101.78","96,051.46","98,169.15","96,747.28","95,902.02","94,668.39","92,669.85","88,849.46","86,343.09","84,350.47","82,970.59","83,273.04","83,887.85","83,601.56","82,117.06","79,603.66","76,663.69","76,989.90"
814,"4,792.00","6,565.89","8,996.42","12,292.71","16,574.76","22,164.38","29,653.67","38,440.50","49,253.81","59,841.07","69,536.17","78,734.33","82,079.53","87,575.63","86,921.89","85,792.96","85,959.26","85,304.38","87,517.34","85,685.08","88,061.38","84,559.96","83,157.31","83,838.57","84,160.38","85,282.34","86,532.38","87,438.90","84,601.21","85,288.99","81,465.15"
815,"4,792.00","6,541.88","8,930.75","12,182.17","16,427.78","22,152.21","29,442.44","39,012.82","48,445.95","58,520.94","67,599.19","74,906.23","80,618.00","86,708.14","89,956.64","89,653.98","91,544.91","86,698.94","83,179.34","81,913.84","78,687.56","78,602.04","76,647.51","77,864.24","79,165.80","81,697.55","84,100.40","84,634.74","84,150.90","84,285.27","81,094.39"
816,"4,792.00","6,554.22","8,964.49","12,236.55","16,507.93","22,058.64","29,523.11","38,310.04","49,586.74","61,055.07","72,273.22","81,253.55","84,936.56","86,106.35","84,913.52","85,490.57","85,333.07","86,793.08","88,723.73","88,836.64","91,799.66","91,654.74","92,257.96","91,849.46","90,809.49","90,924.04","90,648.26","91,533.16","88,192.85","89,864.88","84,616.08"
817,"4,792.00","6,565.16","8,994.43","12,207.24","16,526.45","22,087.92","29,543.02","38,212.80","48,141.62","58,746.52","65,913.05","73,886.78","77,148.94","78,720.88","80,230.64","80,999.37","81,060.93","83,950.71","83,397.46","83,302.95","85,106.69","85,740.65","86,837.97","88,786.26","88,072.53","88,904.70","89,258.72","88,013.59","86,192.83","86,135.24","84,023.77"
818,"4,792.00","6,564.73","8,993.24","12,200.66","16,547.66","22,056.87","29,234.41","37,279.83","45,990.37","55,485.36","64,382.99","73,203.98","81,595.75","83,661.86","86,411.21","86,389.72","83,954.90","82,267.37","82,098.90","79,279.09","79,136.46","77,383.28","74,837.22","75,046.96","74,412.59","75,408.50","76,084.54","78,783.84","81,715.61","84,051.24","84,202.96"
819,"4,792.00","6,551.66","8,957.49","12,239.15","16,490.12","22,137.83","29,391.21","38,852.58","48,077.41","58,073.95","65,165.60","72,472.27","78,164.24","82,383.97","84,031.35","82,913.84","80,865.69","80,883.84","81,109.76","79,788.04","80,197.04","80,328.02","81,792.62","83,467.65","87,082.39","88,611.78","90,588.71","91,016.84","90,654.55","90,912.57","89,570.03"
820,"4,792.00","6,542.06","8,931.26","12,135.73","16,481.21","22,252.05","29,764.27","39,356.47","50,267.04","61,915.06","72,541.08","81,720.97","87,231.72","89,881.00","91,862.76","91,168.12","91,811.88","92,740.96","90,300.88","90,907.16","86,310.45","85,019.06","82,199.48","80,599.63","79,590.43","78,508.12","78,923.90","77,934.13","80,380.99","81,685.97","84,162.37"
821,"4,792.00","6,573.26","9,016.63","12,317.93","16,753.42","22,577.55","29,881.89","39,172.14","48,881.30","57,921.42","67,837.00","74,770.57","80,199.48","85,077.31","84,024.43","85,291.11","85,145.42","84,996.99","83,875.30","82,607.62","79,531.12","77,292.41","76,122.96","76,407.70","78,157.66","81,735.85","85,324.03","86,824.31","88,495.71","85,837.34","87,402.72"
822,"4,792.00","6,542.45","8,932.32","12,123.02","16,355.32","22,100.90","29,602.43","39,166.72","49,901.65","60,378.53","69,120.01","77,064.92","81,661.76","85,830.98","87,906.25","88,630.22","86,997.33","87,687.30","85,718.90","86,506.05","83,665.44","84,475.63","81,154.75","80,424.31","79,183.93","77,685.73","77,128.98","78,325.49","79,774.77","82,793.97","85,034.62"
823,"4,792.00","6,554.82","8,966.11","12,245.03","16,592.52","22,398.48","29,785.86","38,846.85","49,211.27","57,690.31","66,884.94","73,176.70","78,815.11","83,851.93","88,195.55","92,184.39","91,245.87","92,369.34","87,455.81","88,161.42","87,233.38","89,549.19","90,265.51","91,370.76","92,723.39","93,771.94","96,337.49","96,375.05","95,635.30","93,906.66","88,818.65"
824,"4,792.00","6,567.30","9,000.29","12,274.18","16,663.95","22,522.59","30,101.44","39,239.74","49,105.31","57,386.28","65,836.20","72,994.15","80,288.40","85,942.79","88,571.44","89,859.72","90,104.40","89,996.24","87,117.98","84,129.62","79,803.76","76,198.71","73,240.11","73,593.87","73,088.94","73,975.78","74,647.15","76,973.47","79,878.90","81,901.91","85,508.50"
825,"4,792.00","6,565.42","8,995.16","12,216.61","16,540.47","22,181.89","29,484.71","38,540.00","48,081.82","57,425.50","65,588.79","72,105.51","75,859.51","78,055.55","80,264.69","78,392.68","79,189.49","77,243.74","78,811.78","76,612.85","79,577.30","77,207.58","80,458.17","80,968.44","82,367.78","85,667.35","83,901.86","83,679.24","83,031.03","83,005.03","82,627.93"
826,"4,792.00","6,568.46","9,003.49","12,268.97","16,666.35","22,485.08","30,077.62","39,149.89","50,025.32","59,156.56","69,442.06","78,070.27","84,074.01","86,910.38","87,334.40","87,244.69","87,726.22","89,319.72","87,472.73","88,748.77","86,112.59","84,990.07","86,197.98","85,988.00","88,202.21","90,354.86","89,188.92","89,237.48","85,130.77","82,081.80","78,283.84"
827,"4,792.00","6,550.69","8,954.83","12,226.20","16,537.84","22,297.60","29,715.68","39,367.64","49,687.72","61,452.71","71,157.39","80,158.63","85,502.17","89,399.44","88,915.84","90,907.68","90,456.62","92,402.05","93,018.02","94,761.05","95,024.24","96,189.55","93,773.41","93,112.71","87,580.66","87,481.05","86,516.02","88,402.67","89,676.73","89,711.18","87,539.37"
828,"4,792.00","6,566.29","8,997.53","12,232.88","16,529.36","22,283.11","29,472.26","38,650.62","48,350.78","59,131.79","67,530.46","76,346.29","82,347.49","87,005.00","89,558.52","91,106.42","89,096.23","86,407.35","85,813.39","83,618.69","81,648.77","78,888.48","77,559.94","75,651.13","77,852.69","79,142.08","82,208.64","81,508.81","80,899.99","81,620.21","82,523.68"
829,"4,792.00","6,551.86","8,958.02","12,231.46","16,586.38","22,392.40","29,992.68","39,536.00","50,586.16","61,437.33","69,941.00","77,202.17","81,183.80","85,564.80","86,819.32","87,458.19","88,407.86","87,795.34","89,299.08","88,183.37","88,874.75","88,143.69","86,515.03","86,792.48","83,311.73","84,790.22","80,794.43","83,660.23","84,255.46","85,491.18","89,153.62"
830,"4,792.00","6,565.12","8,994.31","12,268.34","16,589.09","22,218.46","29,718.58","39,051.39","49,529.93","60,666.29","69,330.44","77,156.00","82,679.54","87,850.39","91,719.18","94,270.31","96,933.19","93,887.57","90,704.87","86,378.01","82,603.44","81,674.52","81,671.25","84,172.98","84,238.15","85,076.49","83,384.36","81,911.36","82,787.34","82,363.68","81,494.88"
831,"4,792.00","6,568.30","9,003.04","12,304.89","16,682.64","22,469.12","29,985.92","39,453.30","50,491.84","60,739.01","71,020.58","78,668.00","83,830.43","86,034.40","85,401.86","82,913.18","81,938.57","80,684.07","81,150.76","83,205.17","83,856.08","84,502.92","86,279.33","87,276.86","86,366.54","85,844.93","86,055.31","85,325.13","87,886.79","89,890.83","91,294.54"
832,"4,792.00","6,563.27","8,989.25","12,276.06","16,603.53","22,283.40","29,780.59","38,762.20","49,736.44","59,876.29","69,231.91","77,357.34","80,551.91","83,808.82","82,760.23","84,556.17","84,276.38","84,545.70","82,973.95","80,484.69","78,736.66","79,452.89","78,919.80","80,020.56","81,500.22","82,985.28","82,773.20","84,205.69","85,065.61","86,860.32","90,578.73"
833,"4,792.00","6,565.68","8,995.86","12,211.48","16,533.91","22,307.82","29,839.71","39,542.30","51,020.59","63,455.74","75,123.00","85,166.96","90,195.08","95,608.52","96,004.59","97,303.09","94,490.74","92,671.01","88,938.77","84,848.57","82,379.07","79,840.97","79,389.42","79,508.09","79,816.68","78,522.34","77,284.95","78,450.59","79,669.01","83,348.16","87,023.23"
834,"4,792.00","6,569.00","9,004.96","12,299.75","16,680.43","22,470.66","30,061.20","39,409.75","50,646.73","61,715.05","72,260.29","82,417.39","86,277.97","90,760.19","89,120.44","86,884.87","84,104.21","80,208.53","80,686.29","79,947.88","82,543.60","85,091.26","84,721.14","85,999.20","83,326.01","84,063.59","81,403.13","83,491.74","83,531.38","86,087.73","88,752.50"
835,"4,792.00","6,567.21","9,000.06","12,281.19","16,623.82","22,322.58","29,825.17","38,672.98","49,807.15","59,612.79","71,081.29","81,181.70","89,445.89","92,129.96","91,240.06","89,525.62","86,362.26","87,086.25","83,804.53","81,883.35","80,052.23","79,972.19","78,265.70","79,295.67","79,651.93","79,315.16","80,233.46","79,193.03","80,049.32","81,482.94","84,517.73"
836,"4,792.00","6,549.03","8,950.28","12,224.20","16,536.84","22,346.90","29,612.52","38,747.28","49,042.18","58,320.51","67,211.69","74,100.18","79,271.45","84,304.60","87,870.06","91,861.79","91,057.45","92,905.92","91,977.63","90,108.90","90,296.68","88,880.08","86,538.05","86,596.49","85,809.98","85,756.60","84,218.87","81,551.25","79,689.19","79,410.05","79,949.56"
837,"4,792.00","6,567.75","9,001.53","12,302.05","16,663.29","22,243.16","29,336.62","37,610.14","46,558.10","54,730.53","63,992.39","69,917.32","77,517.15","79,356.02","82,001.96","81,644.07","83,217.65","85,268.36","88,485.70","89,567.82","90,946.30","89,010.33","86,938.60","85,977.02","85,675.18","87,349.67","88,248.58","89,782.86","89,780.96","90,372.85","91,826.61"
838,"4,792.00","6,557.44","8,973.28","12,207.12","16,503.36","22,263.43","29,411.20","38,430.10","48,019.96","58,087.69","67,154.73","76,824.49","82,915.98","85,225.84","90,030.91","89,107.13","88,896.51","89,578.23","86,201.14","86,742.30","87,010.37","85,155.46","87,871.54","86,681.23","86,512.15","87,552.29","87,258.63","87,276.55","86,606.34","85,457.64","83,443.01"
839,"4,792.00","6,565.46","8,995.27","12,295.73","16,719.59","22,282.57","29,752.77","38,505.53","49,255.06","60,413.56","69,697.18","79,056.25","83,975.30","87,044.69","90,689.45","91,692.06","93,345.26","95,815.74","95,291.84","95,425.92","90,832.75","90,448.13","88,271.71","87,025.68","87,012.00","87,454.00","86,278.42","87,824.73","86,034.08","87,268.62","83,879.14"
840,"4,792.00","6,559.78","8,979.70","12,258.37","16,663.50","22,475.63","30,051.82","39,390.27","50,713.47","61,402.60","71,982.24","81,811.47","84,950.17","90,540.59","91,113.72","92,942.84","93,820.99","93,059.71","89,922.78","88,176.68","86,554.08","87,080.45","85,317.04","83,822.08","83,704.68","83,979.32","86,203.08","89,620.66","89,341.86","87,746.06","84,520.82"
841,"4,792.00","6,538.51","8,921.55","12,110.23","16,307.31","21,955.44","29,396.37","38,896.29","49,931.48","59,794.36","68,716.62","72,471.39","75,611.13","75,436.63","77,369.79","78,808.27","80,610.92","84,618.68","86,919.49","91,061.65","94,649.90","97,430.15","98,064.15","96,762.43","92,675.93","87,792.08","83,552.63","82,514.95","82,823.32","81,658.50","83,750.75"
842,"4,792.00","6,563.78","8,990.65","12,243.20","16,641.82","22,348.13","29,564.89","39,026.81","48,341.12","59,727.27","69,120.45","79,231.70","86,969.94","93,548.86","94,744.88","97,544.21","92,860.93","91,894.68","89,493.94","88,813.99","88,715.55","88,621.21","87,538.02","85,896.47","85,574.23","84,309.97","85,367.28","84,180.71","83,290.61","81,060.75","78,338.37"
843,"4,792.00","6,542.57","8,932.63","12,198.36","16,545.46","22,179.89","29,432.50","38,698.04","48,679.74","59,067.21","69,862.88","77,573.11","82,367.49","87,248.80","88,369.28","89,734.41","89,159.00","86,388.14","86,552.29","82,031.34","81,801.20","80,257.14","80,551.77","82,923.36","83,081.60","84,935.06","83,052.27","83,801.80","83,043.23","83,631.24","81,872.69"
844,"4,792.00","6,550.21","8,953.51","12,231.39","16,636.98","22,282.71","29,832.21","39,010.81","50,212.61","60,158.74","69,596.12","76,415.70","82,468.76","88,051.56","91,688.25","94,375.42","92,762.21","90,413.78","88,903.20","87,036.56","86,836.92","86,487.22","83,731.21","81,009.51","79,516.98","79,993.38","81,474.13","83,182.85","86,351.10","86,363.63","88,527.54"
845,"4,792.00","6,567.36","9,000.45","12,255.68","16,582.91","22,328.49","29,767.07","39,032.37","49,716.07","60,065.02","69,602.17","78,617.31","82,494.65","86,236.23","88,522.74","89,065.90","92,030.92","93,846.37","95,944.59","95,452.66","93,049.58","91,616.03","89,256.11","87,699.58","84,621.23","81,796.88","80,667.80","80,777.58","79,741.85","80,922.89","80,677.72"
846,"4,792.00","6,572.85","9,015.51","12,290.27","16,648.51","22,239.21","29,790.88","38,425.16","48,970.37","57,807.53","65,885.89","70,239.91","75,550.94","76,542.97","81,152.08","83,313.49","84,565.63","86,391.08","84,665.36","85,931.32","85,008.47","86,985.98","86,687.45","87,121.35","85,804.68","86,798.07","83,668.23","83,680.80","83,344.92","83,906.75","86,578.43"
847,"4,792.00","6,554.68","8,965.73","12,207.58","16,518.43","22,260.51","29,311.59","38,399.68","47,333.29","56,410.25","64,366.54","71,255.02","77,273.15","82,614.70","86,781.15","90,843.83","89,587.95","91,915.96","87,676.68","87,864.36","86,474.39","83,976.37","85,313.10","81,908.62","83,702.79","83,414.42","83,400.04","81,743.18","81,767.92","78,374.42","76,748.84"
848,"4,792.00","6,567.04","8,999.59","12,278.70","16,545.88","22,283.11","29,801.41","38,679.05","49,962.35","59,782.82","71,070.98","78,479.79","83,265.17","87,261.05","89,325.59","89,591.01","90,182.71","85,493.60","82,769.75","78,133.87","78,542.23","76,001.52","78,625.57","77,363.10","76,733.80","76,227.53","75,216.59","77,814.51","77,054.17","79,987.48","81,243.07"
849,"4,792.00","6,557.02","8,972.13","12,211.58","16,604.53","22,350.97","29,829.92","39,299.37","50,030.01","61,548.30","72,566.62","83,247.76","88,955.07","94,674.48","95,234.41","94,949.54","91,546.42","90,570.64","87,181.47","88,414.18","88,181.72","86,294.27","87,872.89","86,441.04","88,024.08","86,105.73","85,448.20","82,589.36","80,630.83","80,474.99","80,038.39"
850,"4,792.00","6,564.30","8,992.08","12,287.85","16,667.95","22,497.86","30,068.86","39,706.62","51,005.68","61,372.90","71,782.88","77,415.27","82,758.15","82,797.82","81,678.15","82,619.37","82,500.28","85,909.39","86,205.39","87,194.08","87,424.53","84,836.63","85,256.48","82,698.80","83,443.60","82,301.85","84,866.63","83,851.27","86,764.73","86,826.14","88,747.38"
851,"4,792.00","6,569.49","9,006.30","12,279.26","16,675.63","22,474.99","29,969.83","39,072.61","49,687.95","59,927.41","69,637.79","78,476.07","85,124.73","89,950.80","94,577.72","94,344.97","93,336.58","88,874.08","87,281.26","85,664.31","84,834.92","83,876.67","83,876.05","83,946.12","86,470.15","86,882.11","88,602.41","88,529.20","86,044.27","84,801.22","81,665.50"
852,"4,792.00","6,541.57","8,929.90","12,131.59","16,452.62","22,208.22","29,539.52","38,674.26","48,684.33","59,007.52","67,515.92","75,373.35","79,151.00","80,085.13","80,331.59","81,482.35","80,379.22","81,035.10","82,843.25","83,150.85","87,247.41","88,416.73","90,814.68","91,908.62","93,137.61","90,336.80","90,557.90","87,493.07","87,539.25","88,171.96","85,237.52"
853,"4,792.00","6,542.15","8,931.51","12,111.12","16,362.36","21,806.07","29,151.29","37,756.12","47,873.20","58,913.77","67,086.47","74,354.68","80,970.19","82,640.84","88,131.80","88,708.69","88,946.36","87,226.78","86,245.32","85,688.37","85,535.40","88,083.01","88,021.40","91,116.86","90,938.55","90,864.74","89,505.14","84,994.50","82,213.63","78,756.46","76,183.77"
854,"4,792.00","6,573.37","9,016.94","12,241.14","16,602.38","22,379.46","29,798.71","39,057.65","49,359.20","58,438.35","68,705.16","74,127.93","81,687.60","84,856.65","89,369.59","89,779.02","89,553.04","87,633.96","82,993.56","82,796.66","80,553.29","80,395.57","81,107.71","79,791.02","78,534.48","80,111.35","78,945.89","81,566.40","83,933.21","86,002.16","89,066.33"
855,"4,792.00","6,535.01","8,912.00","12,092.21","16,420.89","21,899.15","28,813.89","36,643.86","45,156.46","54,188.39","61,787.47","68,652.88","74,869.25","78,261.74","83,032.64","83,276.74","85,365.65","82,022.62","80,817.13","78,953.70","79,425.64","80,208.47","83,675.90","83,975.88","84,879.50","83,650.72","81,566.35","82,566.66","82,421.72","83,612.95","82,853.93"
856,"4,792.00","6,566.26","8,997.45","12,263.60","16,604.08","22,157.74","29,167.84","37,438.09","45,783.40","53,859.09","61,584.53","68,565.00","75,059.18","80,212.82","82,991.07","84,187.28","84,729.65","85,185.82","86,803.62","85,148.24","84,699.75","81,666.48","79,500.40","78,091.95","76,472.73","77,042.73","77,868.50","78,900.71","78,297.03","80,859.60","79,000.52"
857,"4,792.00","6,568.37","9,003.22","12,290.22","16,702.12","22,558.27","30,080.76","39,824.65","50,026.60","61,682.63","71,572.37","81,182.49","87,077.60","92,767.99","95,161.90","98,017.20","97,493.86","98,308.74","96,689.36","96,045.06","92,139.18","91,295.90","89,852.11","90,598.13","91,976.12","89,192.11","90,630.22","87,248.90","88,707.22","86,911.86","85,585.96"
858,"4,792.00","6,551.68","8,957.54","12,225.96","16,496.55","22,132.61","29,652.38","38,809.00","49,470.18","59,333.42","66,419.70","72,293.23","75,729.14","76,554.37","76,691.18","76,177.98","77,338.74","79,789.16","81,246.31","83,599.34","85,137.93","84,998.35","86,573.16","84,430.03","85,664.29","85,436.58","87,052.92","85,815.10","85,325.30","82,307.27","81,382.19"
859,"4,792.00","6,572.92","9,015.72","12,309.75","16,610.49","22,397.83","29,615.43","38,853.86","48,827.39","58,528.68","69,219.82","77,766.16","82,223.25","85,205.50","83,414.91","82,853.54","81,914.08","81,459.34","81,239.99","81,568.58","82,140.12","84,636.92","86,596.53","88,460.25","88,057.68","88,846.22","88,965.72","90,914.87","88,632.54","90,004.65","86,312.42"
860,"4,792.00","6,553.10","8,961.41","12,169.60","16,473.76","22,148.64","29,690.38","39,106.87","50,022.20","60,038.18","68,589.10","75,413.54","81,402.06","84,149.34","85,506.52","83,650.23","84,045.09","82,880.16","84,609.45","86,909.96","89,598.37","89,158.95","91,847.29","89,409.66","91,339.65","92,035.32","90,554.19","91,738.55","90,292.16","90,626.74","88,661.93"
861,"4,792.00","6,561.88","8,985.45","12,276.36","16,619.50","22,383.07","29,708.59","39,273.62","48,900.25","59,781.90","67,401.94","76,026.23","80,209.68","82,604.25","84,416.58","85,175.48","87,594.26","90,602.73","91,062.48","89,181.24","88,751.98","86,221.58","86,672.87","87,782.15","88,325.51","87,022.97","86,203.36","83,974.00","82,835.97","84,471.18","86,347.70"
